COVID-19 Vaccinations in the United States
Date generated: Sat Nov 20 2021 14:14:42 GMT-0800 (Pacific Standard Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an unknown manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Unknown Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Unknown Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Unknown,Count People Primary Unknown Booster Pfizer,Count People Primary Unknown Booster Moderna,Count People Primary Unknown Booster J&J,Count People Primary Unknown Booster Unknown,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Unknown,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Unknown,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Unknown,Percent People Primary Unknown Booster Pfizer,Percent People Primary Unknown Booster Moderna,Percent People Primary Unknown Booster J&J,Percent People Primary Unknown Booster Uknown
Oklahoma,5956410,150530,198234,4752777,120111,4452389,148179,2440802,61.7,2268917,75.5,2021425,51.1,1894994,63.1,3153230,2506380,296800,0,133056,1932476,2686262,983,795497,1096960,128826,142,795234,970900,128735,125,N/A,61.7,N/A,75.5,48,1774730,59.1,2440802,633306,99.7,528071,83.1,267798,240478,19761,34,1357206,213689,937822,2420914,72.8,2021341,60.8,795479,1096909,128811,142,4732685,142327,179128,2440657,65.9,2021383,54.6,795480,1096947,128814,142,4752600,128399,160922,340465,16.8,340132,17.9,280646,27.2,204310,38.7,142311,194685,3454,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,7856685,186277,234446,6003687,142344,5588675,166768,2967704,70.4,2730761,81.5,2683281,63.6,2507537,74.8,4375805,3056080,424800,0,242882,2230159,3524914,5732,957214,1493184,231418,1465,954376,1321169,230609,1383,N/A,70.4,N/A,81.5,58.8,2306991,68.8,2967704,723922,94.5,675732,88.2,305194,318840,51037,661,1661740,216915,1025570,2920871,80.1,2677463,73.4,957210,1487377,231415,1461,5950571,163129,215383,2967689,74.4,2683274,67.3,957213,1493179,231417,1465,6003672,150471,196913,537585,20,537146,21.4,413908,32.3,305021,45.1,203926,326124,7347,188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,23326455,182210,229425,18915029,147751,17746709,174546,10663224,83.3,9963381,98,7925145,61.9,7469632,73.5,12731615,9250440,1344400,0,707548,7432402,10773736,1343,2962587,4259817,702162,579,2959994,3807443,701658,537,N/A,83.3,N/A,98,56.6,6791530,66.8,10663224,3140039,99.9,2209652,92.3,1038125,1078759,92506,262,5838160,243931,974631,10554276,95.2,7923383,71.5,2962435,4258281,702089,578,18803205,169681,210499,10661929,88.1,7924691,65.5,2962471,4259529,702112,579,18913330,156256,192716,923108,11.6,922075,12.3,747190,17.4,531981,24.1,393191,522122,7770,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,5930460,185693,226270,5274272,165146,4855653,185262,2692231,84.3,2456011,93.7,2374733,74.4,2190507,83.6,3468780,2254380,207300,0,139356,2067953,3066464,499,907885,1331055,135703,90,907472,1147442,135531,62,N/A,84.3,N/A,93.7,70.4,2065629,78.8,2692231,651811,95.9,576495,84.8,284282,269105,23094,14,1357327,199708,872568,2666094,93.6,2374289,83.4,907819,1330728,135652,90,5247875,184246,208211,2691531,87.5,2374540,77.2,907830,1330960,135660,90,5273416,171426,192785,328703,13.8,328262,15,241319,21.2,149710,26,106189,219985,2524,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,1994685,188291,233333,1682003,158775,1562577,182786,863763,81.5,791430,92.6,762444,72,711690,83.3,1142965,766220,85500,0,57800,636125,986948,1130,273534,432801,55837,272,273437,382171,55812,270,N/A,81.5,N/A,92.6,67.5,664814,77.8,863763,200822,99.9,180577,96.5,81560,92486,6432,99,460058,245960,1066410,848197,91.5,762370,82.2,273529,432734,55836,271,1666780,179708,215062,863714,86,762436,75.9,273530,432799,55836,271,1681948,167385,198508,151261,19.8,151089,21.2,123947,32.8,88389,48.9,62663,87114,1479,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,0,0,0,33752,156753,31113,187620,18050,83.8,16697,99.9,15780,73.3,14487,87.4,0,0,0,0,2334,26718,4700,0,11680,1761,2339,0,11680,468,2339,0,N/A,83.8,N/A,99.9,62.7,12208,73.6,18050,1791,89.9,1716,86.1,1469,20,227,0,4060,203815,0,18048,96.8,15780,84.6,11680,1761,2339,0,33752,181024,0,18050,88.6,15780,77.5,11680,1761,2339,0,33752,165670,0,2539,16.1,2539,17.5,1686,30.2,835,48.7,2533,6,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,8222665,159703,203656,6039408,117299,5699008,141151,3056605,59.4,2859572,70.8,2623993,51,2477295,61.4,4395485,3426480,400700,0,199659,2341278,3496643,1828,971157,1463269,189249,318,969151,1319173,188655,316,N/A,59.4,N/A,70.8,47.7,2307717,57.2,3056605,901357,96.2,786486,83.9,335174,421417,29705,190,1978669,211165,877531,3030056,68.6,2621108,59.3,971069,1460516,189205,318,6010882,135994,186034,3055473,62.9,2623460,54,971082,1462853,189207,318,6037722,124329,169321,467929,17.8,467521,18.9,399683,27.1,304915,38.8,164679,295627,7340,283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1465745,165685,219568,1110547,125534,1040250,155829,574770,65,533623,79.9,477702,54,448988,67.3,789585,596960,79200,0,35457,443644,631302,144,184922,258027,34729,24,184858,229404,34702,24,N/A,65,N/A,79.9,50.4,417120,62.5,574770,162905,99.9,136652,90,68350,63627,4660,15,345130,227252,965125,571360,77.4,477682,64.7,184920,258012,34726,24,1107179,150004,198583,574747,69.8,477694,58,184920,258024,34726,24,1110519,134855,177991,98002,20.5,97933,21.8,80696,31.6,58528,42.8,41781,55288,932,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,10153730,148682,190891,7966125,116648,7553990,142016,3830774,56.1,3598702,67.7,3359318,49.2,3187632,59.9,5727490,3968340,457900,0,230170,3044439,4652749,38767,1232139,1903112,214718,9349,1231622,1732298,214447,9265,N/A,56.1,N/A,67.7,46.4,2998549,56.4,3830774,1012823,88.6,929238,81.3,460313,429657,34232,5036,2422407,211861,888035,3805412,65.2,3358944,57.6,1232117,1902812,214671,9344,7940258,136067,173997,3830278,59.7,3359207,52.3,1232124,1903054,214681,9348,7965513,124062,158144,668320,19.9,667246,20.9,543825,30.1,390358,42,264940,394142,7736,1502,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,48390995,166889,224073,36380184,125467,33292920,154162,18319429,63.2,16577390,76.8,15736775,54.3,14493069,67.1,27901355,18120840,2368800,0,1346770,13721548,21309049,2817,5719353,8793283,1223805,334,5715316,7555112,1222328,313,N/A,63.2,N/A,76.8,50.4,13376464,61.9,18319429,3428677,91.8,3087128,82.7,1472770,1445569,168664,125,7819086,209390,1295880,18101282,75.1,15734286,65.3,5718790,8791651,1223512,333,36149801,149992,200783,18315272,67.8,15735717,58.3,5718857,8792967,1223559,334,36375063,134698,179193,2410830,15.3,2406166,16.6,1815352,26.6,1171519,37.9,1043812,1337320,29617,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,4898240,152786,215329,3969546,123818,3585511,157621,2030149,63.3,1813777,79.7,1766871,55.1,1603866,70.5,2903100,1776940,218200,0,159742,1433753,2375758,293,613910,998826,154126,9,613511,836396,153950,9,N/A,63.3,N/A,79.7,50.8,1465807,64.4,2030149,359865,98.4,323054,88.3,138000,168991,16062,1,827948,226294,1338790,2003318,77.3,1766424,68.1,613874,998450,154091,9,3942234,152077,188957,2029830,68.6,1766794,59.7,613889,998795,154101,9,3969163,134177,165584,271374,15.4,270796,16.9,203709,30.2,145911,45.2,89639,178558,3176,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,15331485,179620,229696,12664385,148373,11650946,174555,6325811,74.1,5744264,86.1,5495190,64.4,5080831,76.1,9040565,5593120,697800,0,438866,4543029,7675363,7127,1893219,3185165,414042,2764,1887644,2778292,412313,2582,N/A,74.1,N/A,86.1,60.3,4735752,71,6325811,1362437,99.9,1205222,88.7,562826,571590,69937,869,3091629,227509,1128220,6196877,84.8,5482726,75,1893047,3173164,413760,2755,12519018,171330,209820,6324570,78.8,5494789,68.4,1893084,3184991,413952,2762,12662820,157693,190927,1053685,19.2,1052593,20.7,812240,31.6,551207,45.7,435511,602549,15445,180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7186070,N/A,N/A,6369824,N/A,6366726,N/A,3184730,N/A,3182984,N/A,2881813,N/A,2880436,N/A,3126630,3473540,585900,0,229228,3208223,2932092,281,1415189,1243255,223358,11,1415129,1241978,223318,11,N/A,N/A,N/A,N/A,0,2666805,0,3184730,1590802,0,1476901,0,807360,595981,73559,1,3396606,0,0,3184622,0,2881739,0,1415167,1243210,223351,11,6369646,0,0,3184636,0,2881743,0,1415167,1243213,223352,11,6369664,0,0,517586,18,517580,18,495553,21.8,398293,27,221708,290814,5064,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,0,0,0,113931,107189,108245,132805,57303,53.9,54137,66.4,50227,47.3,47727,58.6,0,0,0,0,1623,30913,81395,0,13341,35337,1544,5,13314,32870,1538,5,N/A,53.9,N/A,66.4,45.8,46225,56.7,57303,15588,76.1,14007,68.4,5211,8329,463,4,31937,155958,0,57085,63.8,50199,56.1,13333,35320,1541,5,113691,127136,0,57245,57.5,50202,50.4,13334,35322,1541,5,113848,114278,0,5255,10.5,5251,11,4478,15.4,2948,21,1601,3628,25,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1263790,202534,247810,1072419,171865,1000593,196201,517791,83,475631,93.3,451501,72.4,421624,82.7,674510,522380,66900,0,47983,424138,599433,865,168095,238449,44699,258,168044,208716,44623,241,N/A,83,N/A,93.3,66.8,387115,75.9,517791,136485,99.9,123192,98.5,59422,61155,2463,152,338754,270919,1010720,509111,92.4,451454,81.9,168083,238430,44683,258,1063507,193031,229384,517745,87,451493,75.9,168094,238447,44694,258,1072386,180249,212421,129631,28.7,129511,30.7,103573,43,71656,58.2,51572,76174,1875,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,13745375,180506,230944,11032411,144879,10252918,172265,5453114,71.6,5011797,84.2,4915348,64.5,4584694,77,7914655,5151420,679300,0,431510,4157847,6434642,8412,1784542,2709270,418878,2658,1783801,2379733,418559,2601,N/A,71.6,N/A,84.2,59.7,4218024,70.9,5453114,1179682,97.5,1094976,90.5,499160,537943,56452,1421,2778658,229694,1136240,5380499,82.8,4914923,75.6,1784485,2708936,418846,2656,10959539,168584,211437,5452600,76.2,4915241,68.7,1784521,2709209,418854,2657,11031780,154109,192017,960324,19.5,959097,20.9,745612,33.5,526892,48.1,386615,561543,11838,328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,9160855,157337,201080,7934966,136283,7425256,162983,3772450,64.8,3477397,76.3,3442960,59.1,3232971,71,5248055,3502500,410300,0,297400,3048205,4587906,1455,1273927,1886864,281675,494,1273595,1677433,281471,472,N/A,64.8,N/A,76.3,55,2990181,65.6,3772450,997636,98.1,941047,92.5,452878,458702,29255,212,2446131,240467,900557,3715438,74.3,3442697,68.9,1273910,1886638,281655,494,7877763,157562,183225,3772252,68.7,3442923,62.7,1273919,1886849,281661,494,7934744,144480,166806,828447,24.1,827778,25.6,652993,35.6,466026,49.5,304285,515919,8218,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3369625,188022,235214,1687986,94188,1608414,112274,962901,53.7,913665,63.8,743538,41.5,711610,49.7,1901105,1321320,147200,0,44249,764426,878839,472,323011,374134,46124,269,322707,342607,46051,245,N/A,53.7,N/A,63.8,39,666600,46.5,962901,331448,90.3,265515,72.3,135114,123033,7256,112,610397,166316,918126,958036,61.5,743224,47.7,322922,373924,46109,269,1682787,108021,216302,962466,56.6,743294,43.7,322927,373988,46110,269,1687264,99302,198316,54832,7.4,54782,7.7,44341,9.7,31194,11.7,16631,37764,424,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,802835,138717,180402,616211,106471,583533,131124,305486,52.8,286445,64.4,261342,45.2,247776,55.7,401595,358140,43100,0,26095,272277,317272,567,109708,127557,23977,100,109689,114036,23953,98,N/A,52.8,N/A,64.4,41.4,225778,50.7,305486,88481,89.2,79978,80.6,40709,35536,3686,47,200888,202551,809481,303251,61.8,261328,53.3,109707,127547,23974,100,613988,125120,163603,305467,56.2,261337,48.1,109707,127555,23975,100,616189,113306,147627,59571,22.8,59483,24,49671,34.2,36815,46,24771,34102,670,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
